YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2020-10,WEEKDAY,10,TRAIN,PW5,1741,1015
2020-10,WEEKDAY,0,TRAIN,EW9,153,603
2020-10,WEEKENDS/HOLIDAY,0,TRAIN,EW9,77,254
2020-10,WEEKENDS/HOLIDAY,12,TRAIN,DT20,1111,1849
2020-10,WEEKDAY,12,TRAIN,DT20,2689,3019
2020-10,WEEKDAY,23,TRAIN,PE7,173,1468
2020-10,WEEKENDS/HOLIDAY,23,TRAIN,PE7,81,588
2020-10,WEEKDAY,20,TRAIN,NS20,31262,10476
2020-10,WEEKENDS/HOLIDAY,20,TRAIN,NS20,9650,4073
2020-10,WEEKENDS/HOLIDAY,15,TRAIN,CC3,2722,2180
2020-10,WEEKDAY,15,TRAIN,CC3,4338,3062
2020-10,WEEKDAY,21,TRAIN,CC16,3523,5616
2020-10,WEEKENDS/HOLIDAY,21,TRAIN,CC16,1211,2106
2020-10,WEEKDAY,13,TRAIN,NS7,2280,2687
2020-10,WEEKENDS/HOLIDAY,13,TRAIN,NS7,2222,1592
2020-10,WEEKDAY,0,TRAIN,DT30,28,394
2020-10,WEEKENDS/HOLIDAY,0,TRAIN,DT30,15,186
2020-10,WEEKENDS/HOLIDAY,15,TRAIN,EW28,7275,6370
2020-10,WEEKDAY,15,TRAIN,EW28,15017,14369
2020-10,WEEKDAY,8,TRAIN,SE3,5877,858
2020-10,WEEKENDS/HOLIDAY,8,TRAIN,SE3,1044,433
2020-10,WEEKENDS/HOLIDAY,22,TRAIN,CC12,416,1138
2020-10,WEEKDAY,22,TRAIN,CC12,855,2820
2020-10,WEEKDAY,9,TRAIN,CC3,579,7048
2020-10,WEEKENDS/HOLIDAY,9,TRAIN,CC3,222,2478
2020-10,WEEKDAY,5,TRAIN,EW2/DT32,12692,2072
2020-10,WEEKENDS/HOLIDAY,5,TRAIN,EW2/DT32,2337,429
2020-10,WEEKDAY,16,TRAIN,NS9/TE2,37591,49422
2020-10,WEEKENDS/HOLIDAY,16,TRAIN,NS9/TE2,16028,19418
2020-10,WEEKDAY,7,TRAIN,NS7,7934,29009
2020-10,WEEKENDS/HOLIDAY,7,TRAIN,NS7,2602,5806
2020-10,WEEKENDS/HOLIDAY,21,TRAIN,NS24/NE6/CC1,18318,3461
2020-10,WEEKDAY,21,TRAIN,NS24/NE6/CC1,44235,6944
2020-10,WEEKDAY,6,TRAIN,NS5,60004,15807
2020-10,WEEKENDS/HOLIDAY,6,TRAIN,NS5,8426,2058
2020-10,WEEKENDS/HOLIDAY,15,TRAIN,BP11,558,650
2020-10,WEEKDAY,15,TRAIN,BP11,1895,2550
2020-10,WEEKDAY,15,TRAIN,EW33,2303,858
2020-10,WEEKENDS/HOLIDAY,15,TRAIN,EW33,802,416
2020-10,WEEKENDS/HOLIDAY,23,TRAIN,DT5,629,1803
2020-10,WEEKDAY,23,TRAIN,DT5,1555,4102
2020-10,WEEKENDS/HOLIDAY,18,TRAIN,DT17,1525,1256
2020-10,WEEKDAY,18,TRAIN,DT17,34946,4501
2020-10,WEEKENDS/HOLIDAY,15,TRAIN,SW7,872,903
2020-10,WEEKDAY,15,TRAIN,SW7,1737,2187
2020-10,WEEKENDS/HOLIDAY,5,TRAIN,EW4,727,52
2020-10,WEEKDAY,5,TRAIN,EW4,4067,302
2020-10,WEEKDAY,19,TRAIN,CC16,8865,10199
2020-10,WEEKENDS/HOLIDAY,19,TRAIN,CC16,2193,2354
2020-10,WEEKDAY,7,TRAIN,EW4,21355,29087
2020-10,WEEKENDS/HOLIDAY,7,TRAIN,EW4,2987,3408
2020-10,WEEKDAY,15,TRAIN,NS8,16418,13957
2020-10,WEEKENDS/HOLIDAY,15,TRAIN,NS8,6840,5894
2020-10,WEEKDAY,12,TRAIN,BP7,717,1002
2020-10,WEEKENDS/HOLIDAY,12,TRAIN,BP7,176,241
2020-10,WEEKENDS/HOLIDAY,0,TRAIN,NS17/CC15,140,304
2020-10,WEEKDAY,0,TRAIN,NS17/CC15,216,570
2020-10,WEEKDAY,11,TRAIN,PE4,1334,718
2020-10,WEEKENDS/HOLIDAY,11,TRAIN,PE4,836,532
2020-10,WEEKENDS/HOLIDAY,14,TRAIN,NE5,3403,3516
2020-10,WEEKDAY,14,TRAIN,NE5,6846,7672
2020-10,WEEKDAY,15,TRAIN,EW16/NE3,25886,14471
2020-10,WEEKENDS/HOLIDAY,15,TRAIN,EW16/NE3,6515,3991
2020-10,WEEKENDS/HOLIDAY,17,TRAIN,PW1,607,421
2020-10,WEEKDAY,17,TRAIN,PW1,1384,1080
2020-10,WEEKENDS/HOLIDAY,8,TRAIN,EW31,976,1856
2020-10,WEEKDAY,8,TRAIN,EW31,2597,15417
2020-10,WEEKENDS/HOLIDAY,5,TRAIN,EW12/DT14,282,97
2020-10,WEEKDAY,5,TRAIN,EW12/DT14,1454,594
2020-10,WEEKDAY,9,TRAIN,PE4,1247,754
2020-10,WEEKENDS/HOLIDAY,9,TRAIN,PE4,548,439
2020-10,WEEKENDS/HOLIDAY,22,TRAIN,PE1,200,1255
2020-10,WEEKDAY,22,TRAIN,PE1,378,2864
2020-10,WEEKENDS/HOLIDAY,23,TRAIN,PE2,105,1049
2020-10,WEEKDAY,23,TRAIN,PE2,216,2300
2020-10,WEEKDAY,18,TRAIN,NS18,19322,23384
2020-10,WEEKENDS/HOLIDAY,18,TRAIN,NS18,5124,5414
2020-10,WEEKENDS/HOLIDAY,17,TRAIN,EW4,5021,4506
2020-10,WEEKDAY,17,TRAIN,EW4,23981,12569
2020-10,WEEKENDS/HOLIDAY,13,TRAIN,DT8,980,875
2020-10,WEEKDAY,13,TRAIN,DT8,7807,3073
2020-10,WEEKDAY,23,TRAIN,DT6,360,1512
2020-10,WEEKENDS/HOLIDAY,23,TRAIN,DT6,165,599
2020-10,WEEKENDS/HOLIDAY,15,TRAIN,CG2,5646,5449
2020-10,WEEKDAY,15,TRAIN,CG2,8953,6809
2020-10,WEEKENDS/HOLIDAY,13,TRAIN,EW6,4123,3756
2020-10,WEEKDAY,13,TRAIN,EW6,7153,9016
2020-10,WEEKDAY,10,TRAIN,NS14,31286,10910
2020-10,WEEKENDS/HOLIDAY,10,TRAIN,NS14,13328,5435
2020-10,WEEKDAY,19,TRAIN,PW3,572,252
2020-10,WEEKENDS/HOLIDAY,19,TRAIN,PW3,171,99
2020-10,WEEKDAY,7,TRAIN,NS19,47549,37055
2020-10,WEEKENDS/HOLIDAY,7,TRAIN,NS19,7566,5142
2020-10,WEEKDAY,16,TRAIN,EW19,10451,11560
2020-10,WEEKENDS/HOLIDAY,16,TRAIN,EW19,4417,4730
2020-10,WEEKDAY,20,TRAIN,CC21,7375,5576
2020-10,WEEKENDS/HOLIDAY,20,TRAIN,CC21,2932,2342
2020-10,WEEKDAY,21,TRAIN,EW15,28119,4983
2020-10,WEEKENDS/HOLIDAY,21,TRAIN,EW15,6167,2033
2020-10,WEEKDAY,14,TRAIN,SW5,6402,6369
2020-10,WEEKENDS/HOLIDAY,14,TRAIN,SW5,2938,2938
2020-10,WEEKDAY,13,TRAIN,DT6,6816,4524
2020-10,WEEKENDS/HOLIDAY,13,TRAIN,DT6,1860,1489
2020-10,WEEKDAY,9,TRAIN,CE1/DT16,4546,17491
2020-10,WEEKENDS/HOLIDAY,9,TRAIN,CE1/DT16,1750,6547
2020-10,WEEKENDS/HOLIDAY,6,TRAIN,SE5,451,155
2020-10,WEEKDAY,6,TRAIN,SE5,3467,2322
2020-10,WEEKDAY,9,TRAIN,EW30,531,2513
2020-10,WEEKENDS/HOLIDAY,9,TRAIN,EW30,240,470
2020-10,WEEKENDS/HOLIDAY,22,TRAIN,SW1,341,234
2020-10,WEEKDAY,22,TRAIN,SW1,846,576
2020-10,WEEKDAY,7,TRAIN,NS8,56811,26851
2020-10,WEEKENDS/HOLIDAY,7,TRAIN,NS8,8001,4971
2020-10,WEEKDAY,6,TRAIN,CC21,3892,2269
2020-10,WEEKENDS/HOLIDAY,6,TRAIN,CC21,647,506
2020-10,WEEKDAY,0,TRAIN,NE14,138,1902
2020-10,WEEKENDS/HOLIDAY,0,TRAIN,NE14,50,908
2020-10,WEEKDAY,5,TRAIN,CE1/DT16,590,0
2020-10,WEEKENDS/HOLIDAY,5,TRAIN,CE1/DT16,126,0
2020-10,WEEKDAY,8,TRAIN,DT2,3404,2944
2020-10,WEEKENDS/HOLIDAY,8,TRAIN,DT2,704,216
2020-10,WEEKDAY,0,TRAIN,CC28,5,63
2020-10,WEEKENDS/HOLIDAY,0,TRAIN,CC28,3,39
2020-10,WEEKDAY,17,TRAIN,EW25,6784,13404
2020-10,WEEKENDS/HOLIDAY,17,TRAIN,EW25,2857,4131
2020-10,WEEKDAY,0,TRAIN,DT17,80,12
2020-10,WEEKENDS/HOLIDAY,0,TRAIN,DT17,43,11
2020-10,WEEKDAY,0,TRAIN,EW27,34,3324
2020-10,WEEKENDS/HOLIDAY,0,TRAIN,EW27,20,1748
2020-10,WEEKDAY,9,TRAIN,CG2,2941,8208
2020-10,WEEKENDS/HOLIDAY,9,TRAIN,CG2,1035,2963
2020-10,WEEKDAY,16,TRAIN,EW2/DT32,39623,51835
2020-10,WEEKENDS/HOLIDAY,16,TRAIN,EW2/DT32,20926,21920
2020-10,WEEKDAY,14,TRAIN,NE17/PTC,31435,35264
2020-10,WEEKENDS/HOLIDAY,14,TRAIN,NE17/PTC,16375,15266
2020-10,WEEKENDS/HOLIDAY,19,TRAIN,CC4/DT15,5713,3867
2020-10,WEEKDAY,19,TRAIN,CC4/DT15,19559,9198
2020-10,WEEKDAY,11,TRAIN,CC20,3633,2861
2020-10,WEEKENDS/HOLIDAY,11,TRAIN,CC20,1873,1367
2020-10,WEEKDAY,8,TRAIN,NE16/STC,66181,20527
2020-10,WEEKENDS/HOLIDAY,8,TRAIN,NE16/STC,12138,6051
2020-10,WEEKENDS/HOLIDAY,22,TRAIN,EW10,1627,4193
2020-10,WEEKDAY,22,TRAIN,EW10,3130,9955
2020-10,WEEKDAY,23,TRAIN,EW4,938,5371
2020-10,WEEKENDS/HOLIDAY,23,TRAIN,EW4,500,2317
2020-10,WEEKDAY,14,TRAIN,EW20,10444,8939
2020-10,WEEKENDS/HOLIDAY,14,TRAIN,EW20,4637,4196
2020-10,WEEKDAY,14,TRAIN,EW26,18493,16837
2020-10,WEEKENDS/HOLIDAY,14,TRAIN,EW26,10445,8413
2020-10,WEEKENDS/HOLIDAY,6,TRAIN,NS20,1032,7079
2020-10,WEEKDAY,6,TRAIN,NS20,5295,32615
2020-10,WEEKDAY,6,TRAIN,DT29,11418,1825
2020-10,WEEKENDS/HOLIDAY,6,TRAIN,DT29,1652,228
2020-10,WEEKENDS/HOLIDAY,15,TRAIN,DT29,1933,1978
2020-10,WEEKDAY,15,TRAIN,DT29,3545,4388
2020-10,WEEKENDS/HOLIDAY,9,TRAIN,EW31,311,588
2020-10,WEEKDAY,9,TRAIN,EW31,722,3637
2020-10,WEEKDAY,14,TRAIN,PW4,560,914
2020-10,WEEKENDS/HOLIDAY,14,TRAIN,PW4,400,456
2020-10,WEEKENDS/HOLIDAY,12,TRAIN,EW7,6273,4896
2020-10,WEEKDAY,12,TRAIN,EW7,11796,10102
2020-10,WEEKDAY,9,TRAIN,CC12,6221,2481
2020-10,WEEKENDS/HOLIDAY,9,TRAIN,CC12,1527,709
2020-10,WEEKDAY,6,TRAIN,NS19,30617,17933
2020-10,WEEKENDS/HOLIDAY,6,TRAIN,NS19,6022,3097
2020-10,WEEKDAY,7,TRAIN,NS24/NE6/CC1,6777,20584
2020-10,WEEKENDS/HOLIDAY,7,TRAIN,NS24/NE6/CC1,1344,3957
2020-10,WEEKDAY,7,TRAIN,BP7,4886,1117
2020-10,WEEKENDS/HOLIDAY,7,TRAIN,BP7,176,94
2020-10,WEEKENDS/HOLIDAY,20,TRAIN,BP11,238,735
2020-10,WEEKDAY,20,TRAIN,BP11,988,3921
2020-10,WEEKDAY,11,TRAIN,NS22,20462,62365
2020-10,WEEKENDS/HOLIDAY,11,TRAIN,NS22,16713,34929
2020-10,WEEKENDS/HOLIDAY,7,TRAIN,NE7/DT12,4138,4911
2020-10,WEEKDAY,7,TRAIN,NE7/DT12,15328,23583
2020-10,WEEKENDS/HOLIDAY,18,TRAIN,CC3,3186,2218
2020-10,WEEKDAY,18,TRAIN,CC3,8300,4615
2020-10,WEEKDAY,14,TRAIN,NS5,19424,21657
2020-10,WEEKENDS/HOLIDAY,14,TRAIN,NS5,9958,10020
2020-10,WEEKENDS/HOLIDAY,16,TRAIN,DT7,1065,1268
2020-10,WEEKDAY,16,TRAIN,DT7,4568,3610
2020-10,WEEKENDS/HOLIDAY,8,TRAIN,CC3,345,1343
2020-10,WEEKDAY,8,TRAIN,CC3,981,6772
2020-10,WEEKENDS/HOLIDAY,22,TRAIN,CC7,1061,1667
2020-10,WEEKDAY,22,TRAIN,CC7,2477,3862
2020-10,WEEKDAY,10,TRAIN,PW4,557,616
2020-10,WEEKENDS/HOLIDAY,10,TRAIN,PW4,342,296
2020-10,WEEKDAY,18,TRAIN,BP13,1299,3159
2020-10,WEEKENDS/HOLIDAY,18,TRAIN,BP13,262,197
2020-10,WEEKDAY,7,TRAIN,BP9,5848,6268
2020-10,WEEKENDS/HOLIDAY,7,TRAIN,BP9,531,261
2020-10,WEEKENDS/HOLIDAY,16,TRAIN,CC26,840,707
2020-10,WEEKDAY,16,TRAIN,CC26,4021,1882
2020-10,WEEKENDS/HOLIDAY,11,TRAIN,NS28,501,1170
2020-10,WEEKDAY,11,TRAIN,NS28,950,865
2020-10,WEEKENDS/HOLIDAY,14,TRAIN,CG2,3710,7356
2020-10,WEEKDAY,14,TRAIN,CG2,6121,9978
2020-10,WEEKDAY,0,TRAIN,PE7,12,296
2020-10,WEEKENDS/HOLIDAY,0,TRAIN,PE7,3,125
2020-10,WEEKENDS/HOLIDAY,9,TRAIN,NS9/TE2,13002,10537
2020-10,WEEKDAY,9,TRAIN,NS9/TE2,35743,28432
2020-10,WEEKENDS/HOLIDAY,22,TRAIN,DT21,1924,362
2020-10,WEEKDAY,22,TRAIN,DT21,6171,926
2020-10,WEEKENDS/HOLIDAY,19,TRAIN,EW11,4493,4615
2020-10,WEEKDAY,19,TRAIN,EW11,16010,15471
2020-10,WEEKENDS/HOLIDAY,22,TRAIN,DT31,830,2660
2020-10,WEEKDAY,22,TRAIN,DT31,2218,6597
2020-10,WEEKENDS/HOLIDAY,17,TRAIN,PE2,1882,1974
2020-10,WEEKDAY,17,TRAIN,PE2,4649,6609
2020-10,WEEKDAY,22,TRAIN,BP2,491,2830
2020-10,WEEKENDS/HOLIDAY,22,TRAIN,BP2,141,780
2020-10,WEEKDAY,11,TRAIN,NS18,13985,7054
2020-10,WEEKENDS/HOLIDAY,11,TRAIN,NS18,6653,3005
2020-10,WEEKENDS/HOLIDAY,14,TRAIN,NS23,12932,18553
2020-10,WEEKDAY,14,TRAIN,NS23,21177,27181
2020-10,WEEKENDS/HOLIDAY,21,TRAIN,DT31,943,3058
2020-10,WEEKDAY,21,TRAIN,DT31,2686,7260
2020-10,WEEKENDS/HOLIDAY,19,TRAIN,PW1,556,258
2020-10,WEEKDAY,19,TRAIN,PW1,1030,833
2020-10,WEEKDAY,10,TRAIN,EW5,28574,18851
2020-10,WEEKENDS/HOLIDAY,10,TRAIN,EW5,13758,9100
2020-10,WEEKDAY,23,TRAIN,DT10,368,1199
2020-10,WEEKENDS/HOLIDAY,23,TRAIN,DT10,160,453
2020-10,WEEKDAY,11,TRAIN,NS16,36799,27681
2020-10,WEEKENDS/HOLIDAY,11,TRAIN,NS16,19051,13762
2020-10,WEEKDAY,6,TRAIN,CC23,1113,11038
2020-10,WEEKENDS/HOLIDAY,6,TRAIN,CC23,407,1188
2020-10,WEEKDAY,14,TRAIN,SE2,3686,4452
2020-10,WEEKENDS/HOLIDAY,14,TRAIN,SE2,2019,1857
2020-10,WEEKENDS/HOLIDAY,23,TRAIN,NS18,608,3408
2020-10,WEEKDAY,23,TRAIN,NS18,1378,7669
2020-10,WEEKENDS/HOLIDAY,15,TRAIN,EW14/NS26,6227,4277
2020-10,WEEKDAY,15,TRAIN,EW14/NS26,24962,13887
2020-10,WEEKDAY,7,TRAIN,PW4,1345,1426
2020-10,WEEKENDS/HOLIDAY,7,TRAIN,PW4,213,250
2020-10,WEEKDAY,9,TRAIN,BP12,3189,1504
2020-10,WEEKENDS/HOLIDAY,9,TRAIN,BP12,555,383
2020-10,WEEKENDS/HOLIDAY,15,TRAIN,EW15,8074,5934
2020-10,WEEKDAY,15,TRAIN,EW15,21849,15156
2020-10,WEEKENDS/HOLIDAY,23,TRAIN,DT2,55,302
2020-10,WEEKDAY,23,TRAIN,DT2,87,825
2020-10,WEEKENDS/HOLIDAY,16,TRAIN,BP3,816,904
2020-10,WEEKDAY,16,TRAIN,BP3,3406,4044
2020-10,WEEKDAY,15,TRAIN,SW8,1536,1915
2020-10,WEEKENDS/HOLIDAY,15,TRAIN,SW8,623,609
2020-10,WEEKDAY,17,TRAIN,DT10,5581,3791
2020-10,WEEKENDS/HOLIDAY,17,TRAIN,DT10,1220,1086
2020-10,WEEKENDS/HOLIDAY,22,TRAIN,PW5,152,691
2020-10,WEEKDAY,22,TRAIN,PW5,296,1560
2020-10,WEEKENDS/HOLIDAY,6,TRAIN,NE15,2639,488
2020-10,WEEKDAY,6,TRAIN,NE15,21057,3171
2020-10,WEEKDAY,21,TRAIN,NE16/STC,20024,38226
2020-10,WEEKENDS/HOLIDAY,21,TRAIN,NE16/STC,8363,14533
2020-10,WEEKDAY,6,TRAIN,EW23,38419,36035
2020-10,WEEKENDS/HOLIDAY,6,TRAIN,EW23,5580,5743
2020-10,WEEKENDS/HOLIDAY,11,TRAIN,DT6,2131,1207
2020-10,WEEKDAY,11,TRAIN,DT6,4616,3917
2020-10,WEEKDAY,19,TRAIN,BP6/DT1,29992,58799
2020-10,WEEKENDS/HOLIDAY,19,TRAIN,BP6/DT1,7160,13053
2020-10,WEEKDAY,14,TRAIN,BP2,1965,2322
2020-10,WEEKENDS/HOLIDAY,14,TRAIN,BP2,740,633
2020-10,WEEKDAY,0,TRAIN,CC7,36,384
2020-10,WEEKENDS/HOLIDAY,0,TRAIN,CC7,7,133
2020-10,WEEKENDS/HOLIDAY,18,TRAIN,NS22,32956,19456
2020-10,WEEKDAY,18,TRAIN,NS22,80216,53479
2020-10,WEEKENDS/HOLIDAY,10,TRAIN,EW31,406,241
2020-10,WEEKDAY,10,TRAIN,EW31,624,1015
2020-10,WEEKDAY,9,TRAIN,NS12,13055,5486
2020-10,WEEKENDS/HOLIDAY,9,TRAIN,NS12,5066,1963
2020-10,WEEKDAY,19,TRAIN,PE1,2195,5678
2020-10,WEEKENDS/HOLIDAY,19,TRAIN,PE1,829,1605
2020-10,WEEKENDS/HOLIDAY,20,TRAIN,DT23,460,359
2020-10,WEEKDAY,20,TRAIN,DT23,2401,1179
2020-10,WEEKDAY,20,TRAIN,PW6,347,1275
2020-10,WEEKENDS/HOLIDAY,20,TRAIN,PW6,152,482
2020-10,WEEKDAY,19,TRAIN,EW30,9307,1583
2020-10,WEEKENDS/HOLIDAY,19,TRAIN,EW30,1403,477
2020-10,WEEKENDS/HOLIDAY,17,TRAIN,NS22,34640,23215
2020-10,WEEKDAY,17,TRAIN,NS22,75594,40917
2020-10,WEEKDAY,23,TRAIN,NS9/TE2,6232,19390
2020-10,WEEKENDS/HOLIDAY,23,TRAIN,NS9/TE2,2586,8410
2020-10,WEEKENDS/HOLIDAY,9,TRAIN,NS7,1794,2398
2020-10,WEEKDAY,9,TRAIN,NS7,3883,5438
2020-10,WEEKDAY,23,TRAIN,CC4/DT15,4011,285
2020-10,WEEKENDS/HOLIDAY,23,TRAIN,CC4/DT15,2097,146
2020-10,WEEKENDS/HOLIDAY,8,TRAIN,NE13,6333,6850
2020-10,WEEKDAY,8,TRAIN,NE13,28114,21778
2020-10,WEEKDAY,13,TRAIN,BP13,1291,1215
2020-10,WEEKENDS/HOLIDAY,13,TRAIN,BP13,301,220
2020-10,WEEKDAY,11,TRAIN,CC28,2873,1604
2020-10,WEEKENDS/HOLIDAY,11,TRAIN,CC28,1722,928
2020-10,WEEKENDS/HOLIDAY,14,TRAIN,EW8/CC9,21119,20019
2020-10,WEEKDAY,14,TRAIN,EW8/CC9,36847,35641
2020-10,WEEKDAY,6,TRAIN,SE3,5954,639
2020-10,WEEKENDS/HOLIDAY,6,TRAIN,SE3,678,41
2020-10,WEEKDAY,15,TRAIN,BP2,1806,2315
2020-10,WEEKENDS/HOLIDAY,15,TRAIN,BP2,665,656
2020-10,WEEKDAY,15,TRAIN,DT31,4797,5457
2020-10,WEEKENDS/HOLIDAY,15,TRAIN,DT31,2002,2336
2020-10,WEEKDAY,17,TRAIN,PE6,6970,8235
2020-10,WEEKENDS/HOLIDAY,17,TRAIN,PE6,2212,2606
2020-10,WEEKDAY,20,TRAIN,DT8,1771,1494
2020-10,WEEKENDS/HOLIDAY,20,TRAIN,DT8,472,719
2020-10,WEEKDAY,19,TRAIN,SW6,1884,5399
2020-10,WEEKENDS/HOLIDAY,19,TRAIN,SW6,695,1453
2020-10,WEEKENDS/HOLIDAY,12,TRAIN,DT10,1664,815
2020-10,WEEKDAY,12,TRAIN,DT10,5977,2381
2020-10,WEEKENDS/HOLIDAY,18,TRAIN,PW1,863,329
2020-10,WEEKDAY,18,TRAIN,PW1,1396,967
2020-10,WEEKDAY,9,TRAIN,BP3,4880,1726
2020-10,WEEKENDS/HOLIDAY,9,TRAIN,BP3,1144,332
2020-10,WEEKENDS/HOLIDAY,16,TRAIN,NS8,6919,6883
2020-10,WEEKDAY,16,TRAIN,NS8,19212,18315
2020-10,WEEKENDS/HOLIDAY,16,TRAIN,CC8,2370,2520
2020-10,WEEKDAY,16,TRAIN,CC8,8092,5239
2020-10,WEEKENDS/HOLIDAY,20,TRAIN,NS19,8210,13810
2020-10,WEEKDAY,20,TRAIN,NS19,22074,36681
2020-10,WEEKENDS/HOLIDAY,15,TRAIN,DT28,2300,1924
2020-10,WEEKDAY,15,TRAIN,DT28,5549,4403
2020-10,WEEKENDS/HOLIDAY,10,TRAIN,NS5,12162,5741
2020-10,WEEKDAY,10,TRAIN,NS5,24059,13484
2020-10,WEEKDAY,12,TRAIN,DT18,8408,10151
2020-10,WEEKENDS/HOLIDAY,12,TRAIN,DT18,1363,2432
2020-10,WEEKENDS/HOLIDAY,5,TRAIN,SW3,230,8
2020-10,WEEKDAY,5,TRAIN,SW3,1219,31
2020-10,WEEKDAY,8,TRAIN,PW4,1249,2027
2020-10,WEEKENDS/HOLIDAY,8,TRAIN,PW4,244,391
2020-10,WEEKDAY,10,TRAIN,CC14,5110,2697
2020-10,WEEKENDS/HOLIDAY,10,TRAIN,CC14,2352,957
2020-10,WEEKDAY,9,TRAIN,NE16/STC,45077,19508
2020-10,WEEKENDS/HOLIDAY,9,TRAIN,NE16/STC,15087,7954
2020-10,WEEKENDS/HOLIDAY,15,TRAIN,PW5,646,680
2020-10,WEEKDAY,15,TRAIN,PW5,1384,1694
2020-10,WEEKDAY,7,TRAIN,EW28,88096,30719
2020-10,WEEKENDS/HOLIDAY,7,TRAIN,EW28,12393,4623
2020-10,WEEKDAY,6,TRAIN,EW18,15878,11145
2020-10,WEEKENDS/HOLIDAY,6,TRAIN,EW18,2267,1950
2020-10,WEEKDAY,20,TRAIN,PE7,1088,4431
2020-10,WEEKENDS/HOLIDAY,20,TRAIN,PE7,501,1574
2020-10,WEEKENDS/HOLIDAY,14,TRAIN,EW6,3440,3849
2020-10,WEEKDAY,14,TRAIN,EW6,6149,9239
2020-10,WEEKDAY,17,TRAIN,DT29,7941,10298
2020-10,WEEKENDS/HOLIDAY,17,TRAIN,DT29,2293,2335
2020-10,WEEKDAY,14,TRAIN,BP8,1486,1447
2020-10,WEEKENDS/HOLIDAY,14,TRAIN,BP8,398,304
2020-10,WEEKDAY,7,TRAIN,DT8,3756,22226
2020-10,WEEKENDS/HOLIDAY,7,TRAIN,DT8,298,697
2020-10,WEEKDAY,22,TRAIN,DT20,5789,1266
2020-10,WEEKENDS/HOLIDAY,22,TRAIN,DT20,2480,498
2020-10,WEEKDAY,12,TRAIN,CC16,9912,4579
2020-10,WEEKENDS/HOLIDAY,12,TRAIN,CC16,3145,2057
2020-10,WEEKENDS/HOLIDAY,18,TRAIN,PE4,823,962
2020-10,WEEKDAY,18,TRAIN,PE4,1690,2942
2020-10,WEEKDAY,18,TRAIN,PE1,3222,5842
2020-10,WEEKENDS/HOLIDAY,18,TRAIN,PE1,1231,1446
2020-10,WEEKENDS/HOLIDAY,17,TRAIN,NS10,15533,16476
2020-10,WEEKDAY,17,TRAIN,NS10,53924,65518
2020-10,WEEKDAY,14,TRAIN,PE2,4373,5391
2020-10,WEEKENDS/HOLIDAY,14,TRAIN,PE2,1770,1788
2020-10,WEEKDAY,14,TRAIN,DT28,4641,5636
2020-10,WEEKENDS/HOLIDAY,14,TRAIN,DT28,2499,1992
2020-10,WEEKENDS/HOLIDAY,6,TRAIN,SW8,387,156
2020-10,WEEKDAY,6,TRAIN,SW8,2589,1734
2020-10,WEEKENDS/HOLIDAY,19,TRAIN,NE9,7267,7190
2020-10,WEEKDAY,19,TRAIN,NE9,26488,22703
2020-10,WEEKDAY,12,TRAIN,CC25,4142,2541
2020-10,WEEKENDS/HOLIDAY,12,TRAIN,CC25,2262,1037
2020-10,WEEKDAY,12,TRAIN,NS16,38337,33575
2020-10,WEEKENDS/HOLIDAY,12,TRAIN,NS16,19193,16158
2020-10,WEEKENDS/HOLIDAY,6,TRAIN,EW24/NS1,4889,14512
2020-10,WEEKDAY,6,TRAIN,EW24/NS1,26580,83478
2020-10,WEEKDAY,10,TRAIN,CC11,4365,13903
2020-10,WEEKENDS/HOLIDAY,10,TRAIN,CC11,1652,3092
2020-10,WEEKDAY,18,TRAIN,NS27/CE2,10176,1533
2020-10,WEEKENDS/HOLIDAY,18,TRAIN,NS27/CE2,662,891
2020-10,WEEKENDS/HOLIDAY,12,TRAIN,DT33,6613,3140
2020-10,WEEKDAY,12,TRAIN,DT33,12769,6974
2020-10,WEEKENDS/HOLIDAY,22,TRAIN,EW4,1346,4441
2020-10,WEEKDAY,22,TRAIN,EW4,2882,10539
2020-10,WEEKDAY,5,TRAIN,DT24,1097,0
2020-10,WEEKENDS/HOLIDAY,5,TRAIN,DT24,167,0
2020-10,WEEKDAY,14,TRAIN,NE1/CC29,21768,27722
2020-10,WEEKENDS/HOLIDAY,14,TRAIN,NE1/CC29,13610,20795
2020-10,WEEKENDS/HOLIDAY,8,TRAIN,SW5,2296,1462
2020-10,WEEKDAY,8,TRAIN,SW5,11092,4039
2020-10,WEEKDAY,23,TRAIN,CC24,1560,455
2020-10,WEEKENDS/HOLIDAY,23,TRAIN,CC24,276,238
2020-10,WEEKDAY,23,TRAIN,CC11,1946,1211
2020-10,WEEKENDS/HOLIDAY,23,TRAIN,CC11,550,554
2020-10,WEEKENDS/HOLIDAY,14,TRAIN,CC26,820,812
2020-10,WEEKDAY,14,TRAIN,CC26,1921,2114
2020-10,WEEKDAY,8,TRAIN,NS4/BP1,53632,29522
2020-10,WEEKENDS/HOLIDAY,8,TRAIN,NS4/BP1,11361,8682
2020-10,WEEKDAY,20,TRAIN,NS12,4986,12992
2020-10,WEEKENDS/HOLIDAY,20,TRAIN,NS12,2235,4429
2020-10,WEEKDAY,15,TRAIN,TE3,2025,1854
2020-10,WEEKENDS/HOLIDAY,15,TRAIN,TE3,883,804
