YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2020-10,WEEKENDS/HOLIDAY,23,TRAIN,EW22,165,658
2020-10,WEEKDAY,8,TRAIN,CE1/DT16,8496,15039
2020-10,WEEKENDS/HOLIDAY,8,TRAIN,CE1/DT16,3469,4492
2020-10,WEEKENDS/HOLIDAY,14,TRAIN,NS8,7328,6046
2020-10,WEEKDAY,14,TRAIN,NS8,14324,13308
2020-10,WEEKENDS/HOLIDAY,22,TRAIN,DT25,431,1210
2020-10,WEEKDAY,22,TRAIN,DT25,1017,2878
2020-10,WEEKENDS/HOLIDAY,19,TRAIN,DT23,610,525
2020-10,WEEKDAY,19,TRAIN,DT23,5459,2270
2020-10,WEEKENDS/HOLIDAY,7,TRAIN,CG2,942,2688
2020-10,WEEKDAY,7,TRAIN,CG2,2683,9331
2020-10,WEEKDAY,5,TRAIN,CC12,509,112
2020-10,WEEKENDS/HOLIDAY,5,TRAIN,CC12,99,3
2020-10,WEEKENDS/HOLIDAY,7,TRAIN,EW16/NE3,3335,7314
2020-10,WEEKDAY,7,TRAIN,EW16/NE3,14968,71721
2020-10,WEEKENDS/HOLIDAY,16,TRAIN,NS23,17134,17409
2020-10,WEEKDAY,16,TRAIN,NS23,31036,26628
2020-10,WEEKDAY,5,TRAIN,PE6,1334,102
2020-10,WEEKENDS/HOLIDAY,5,TRAIN,PE6,219,25
2020-10,WEEKENDS/HOLIDAY,19,TRAIN,DT33,3576,5696
2020-10,WEEKDAY,19,TRAIN,DT33,10057,30694
2020-10,WEEKDAY,8,TRAIN,NS24/NE6/CC1,12077,26431
2020-10,WEEKENDS/HOLIDAY,8,TRAIN,NS24/NE6/CC1,2023,6081
2020-10,WEEKDAY,23,TRAIN,PE1,156,1671
2020-10,WEEKENDS/HOLIDAY,23,TRAIN,PE1,80,760
2020-10,WEEKDAY,19,TRAIN,NE1/CC29,47296,26239
2020-10,WEEKENDS/HOLIDAY,19,TRAIN,NE1/CC29,23800,10868
2020-10,WEEKDAY,7,TRAIN,BP11,12685,2617
2020-10,WEEKENDS/HOLIDAY,7,TRAIN,BP11,930,220
2020-10,WEEKDAY,20,TRAIN,BP4,1157,2440
2020-10,WEEKENDS/HOLIDAY,20,TRAIN,BP4,218,408
2020-10,WEEKENDS/HOLIDAY,7,TRAIN,CC3,181,1215
2020-10,WEEKDAY,7,TRAIN,CC3,560,4903
2020-10,WEEKDAY,10,TRAIN,DT13,3250,12983
2020-10,WEEKENDS/HOLIDAY,10,TRAIN,DT13,1387,4702
2020-10,WEEKDAY,7,TRAIN,SW7,6356,2645
2020-10,WEEKENDS/HOLIDAY,7,TRAIN,SW7,806,241
2020-10,WEEKENDS/HOLIDAY,21,TRAIN,DT30,763,2687
2020-10,WEEKDAY,21,TRAIN,DT30,1467,7391
2020-10,WEEKENDS/HOLIDAY,15,TRAIN,NE14,10140,10854
2020-10,WEEKDAY,15,TRAIN,NE14,18789,23139
2020-10,WEEKDAY,17,TRAIN,NE1/CC29,46395,30254
2020-10,WEEKENDS/HOLIDAY,17,TRAIN,NE1/CC29,21326,16933
2020-10,WEEKDAY,21,TRAIN,CC22/EW21,15801,8050
2020-10,WEEKENDS/HOLIDAY,21,TRAIN,CC22/EW21,4305,3041
2020-10,WEEKDAY,23,TRAIN,NS8,2819,8339
2020-10,WEEKENDS/HOLIDAY,23,TRAIN,NS8,1419,3723
2020-10,WEEKENDS/HOLIDAY,0,TRAIN,EW33,0,41
2020-10,WEEKDAY,0,TRAIN,EW33,0,58
2020-10,WEEKENDS/HOLIDAY,13,TRAIN,NS16,19316,18358
2020-10,WEEKDAY,13,TRAIN,NS16,42563,37558
2020-10,WEEKENDS/HOLIDAY,15,TRAIN,SW4,364,488
2020-10,WEEKDAY,15,TRAIN,SW4,733,1220
2020-10,WEEKDAY,12,TRAIN,DT6,6995,4062
2020-10,WEEKENDS/HOLIDAY,12,TRAIN,DT6,2341,1481
2020-10,WEEKDAY,17,TRAIN,BP8,3123,2459
2020-10,WEEKENDS/HOLIDAY,17,TRAIN,BP8,384,388
2020-10,WEEKDAY,5,TRAIN,NE13,3148,508
2020-10,WEEKENDS/HOLIDAY,5,TRAIN,NE13,548,142
2020-10,WEEKDAY,9,TRAIN,EW24/NS1,30585,63892
2020-10,WEEKENDS/HOLIDAY,9,TRAIN,EW24/NS1,10809,21602
2020-10,WEEKDAY,11,TRAIN,DT18,5565,9778
2020-10,WEEKENDS/HOLIDAY,11,TRAIN,DT18,1027,2290
2020-10,WEEKENDS/HOLIDAY,14,TRAIN,DT21,1636,2020
2020-10,WEEKDAY,14,TRAIN,DT21,2945,3802
2020-10,WEEKDAY,6,TRAIN,NS17/CC15,20285,11092
2020-10,WEEKENDS/HOLIDAY,6,TRAIN,NS17/CC15,2901,1160
2020-10,WEEKDAY,18,TRAIN,DT22,7476,9479
2020-10,WEEKENDS/HOLIDAY,18,TRAIN,DT22,2423,3370
2020-10,WEEKDAY,19,TRAIN,EW9,15956,28227
2020-10,WEEKENDS/HOLIDAY,19,TRAIN,EW9,5787,8720
2020-10,WEEKENDS/HOLIDAY,9,TRAIN,NS27/CE2,170,505
2020-10,WEEKDAY,9,TRAIN,NS27/CE2,570,5546
2020-10,WEEKDAY,17,TRAIN,TE1,5461,634
2020-10,WEEKENDS/HOLIDAY,17,TRAIN,TE1,358,169
2020-10,WEEKDAY,11,TRAIN,DT30,5593,2130
2020-10,WEEKENDS/HOLIDAY,11,TRAIN,DT30,2929,1197
2020-10,WEEKENDS/HOLIDAY,5,TRAIN,NS8,2963,400
2020-10,WEEKDAY,5,TRAIN,NS8,13454,2169
2020-10,WEEKENDS/HOLIDAY,14,TRAIN,EW9,6477,6204
2020-10,WEEKDAY,14,TRAIN,EW9,12573,10418
2020-10,WEEKDAY,8,TRAIN,DT34,4971,5928
2020-10,WEEKENDS/HOLIDAY,8,TRAIN,DT34,900,847
2020-10,WEEKENDS/HOLIDAY,23,TRAIN,NE12/CC13,990,3963
2020-10,WEEKDAY,23,TRAIN,NE12/CC13,2053,8707
2020-10,WEEKENDS/HOLIDAY,12,TRAIN,NS28,843,1359
2020-10,WEEKDAY,12,TRAIN,NS28,1144,907
2020-10,WEEKDAY,23,TRAIN,SE4,150,1568
2020-10,WEEKENDS/HOLIDAY,23,TRAIN,SE4,90,701
2020-10,WEEKENDS/HOLIDAY,13,TRAIN,EW20,5289,4393
2020-10,WEEKDAY,13,TRAIN,EW20,11676,9703
2020-10,WEEKENDS/HOLIDAY,18,TRAIN,BP11,695,765
2020-10,WEEKDAY,18,TRAIN,BP11,3236,8279
2020-10,WEEKENDS/HOLIDAY,13,TRAIN,NS15,6045,4495
2020-10,WEEKDAY,13,TRAIN,NS15,22012,19756
2020-10,WEEKENDS/HOLIDAY,6,TRAIN,EW19,1802,1295
2020-10,WEEKDAY,6,TRAIN,EW19,13308,7421
2020-10,WEEKENDS/HOLIDAY,6,TRAIN,NS3,5685,1445
2020-10,WEEKDAY,6,TRAIN,NS3,36265,6465
2020-10,WEEKENDS/HOLIDAY,20,TRAIN,CG2,5765,2069
2020-10,WEEKDAY,20,TRAIN,CG2,9341,4599
2020-10,WEEKENDS/HOLIDAY,7,TRAIN,CC2,136,591
2020-10,WEEKDAY,7,TRAIN,CC2,381,3401
2020-10,WEEKENDS/HOLIDAY,10,TRAIN,EW8/CC9,13324,28882
2020-10,WEEKDAY,10,TRAIN,EW8/CC9,20740,38813
2020-10,WEEKENDS/HOLIDAY,22,TRAIN,CC14,440,1536
2020-10,WEEKDAY,22,TRAIN,CC14,1616,3721
2020-10,WEEKDAY,20,TRAIN,CC16,3993,6164
2020-10,WEEKENDS/HOLIDAY,20,TRAIN,CC16,1340,2036
2020-10,WEEKDAY,8,TRAIN,CC16,11892,22855
2020-10,WEEKENDS/HOLIDAY,8,TRAIN,CC16,1833,3296
2020-10,WEEKDAY,19,TRAIN,NS5,17847,52706
2020-10,WEEKENDS/HOLIDAY,19,TRAIN,NS5,6567,12506
2020-10,WEEKENDS/HOLIDAY,21,TRAIN,NS23,20924,2735
2020-10,WEEKDAY,21,TRAIN,NS23,45182,6300
2020-10,WEEKDAY,6,TRAIN,EW2/DT32,46407,21427
2020-10,WEEKENDS/HOLIDAY,6,TRAIN,EW2/DT32,7074,3158
2020-10,WEEKDAY,22,TRAIN,NS2,7512,17504
2020-10,WEEKENDS/HOLIDAY,22,TRAIN,NS2,3541,7428
2020-10,WEEKENDS/HOLIDAY,9,TRAIN,NS11,16402,7026
2020-10,WEEKDAY,9,TRAIN,NS11,43215,19797
2020-10,WEEKENDS/HOLIDAY,14,TRAIN,DT31,2173,2240
2020-10,WEEKDAY,14,TRAIN,DT31,4596,4925
2020-10,WEEKDAY,22,TRAIN,NE17/PTC,12401,21509
2020-10,WEEKENDS/HOLIDAY,22,TRAIN,NE17/PTC,6392,9228
2020-10,WEEKENDS/HOLIDAY,12,TRAIN,NE7/DT12,10012,13242
2020-10,WEEKDAY,12,TRAIN,NE7/DT12,22267,22356
2020-10,WEEKENDS/HOLIDAY,8,TRAIN,PE4,486,250
2020-10,WEEKDAY,8,TRAIN,PE4,2222,927
2020-10,WEEKDAY,15,TRAIN,DT34,3038,2364
2020-10,WEEKENDS/HOLIDAY,15,TRAIN,DT34,1179,999
2020-10,WEEKDAY,23,TRAIN,TE1,2,0
2020-10,WEEKENDS/HOLIDAY,6,TRAIN,NS8,6450,2625
2020-10,WEEKDAY,6,TRAIN,NS8,39857,13483
2020-10,WEEKENDS/HOLIDAY,0,TRAIN,SW6,5,111
2020-10,WEEKDAY,0,TRAIN,SW6,9,243
2020-10,WEEKDAY,16,TRAIN,NE8,18467,18837
2020-10,WEEKENDS/HOLIDAY,16,TRAIN,NE8,10960,11191
2020-10,WEEKDAY,11,TRAIN,EW9,12363,8433
2020-10,WEEKENDS/HOLIDAY,11,TRAIN,EW9,6611,5216
2020-10,WEEKDAY,11,TRAIN,DT31,5215,3207
2020-10,WEEKENDS/HOLIDAY,11,TRAIN,DT31,2660,1471
2020-10,WEEKDAY,16,TRAIN,EW6,6823,10601
2020-10,WEEKENDS/HOLIDAY,16,TRAIN,EW6,3417,4437
2020-10,WEEKENDS/HOLIDAY,15,TRAIN,NE11,1602,1267
2020-10,WEEKDAY,15,TRAIN,NE11,8404,3172
2020-10,WEEKDAY,10,TRAIN,SE5,3165,1283
2020-10,WEEKENDS/HOLIDAY,10,TRAIN,SE5,1239,603
2020-10,WEEKDAY,16,TRAIN,BP6/DT1,24112,35364
2020-10,WEEKENDS/HOLIDAY,16,TRAIN,BP6/DT1,10157,11247
2020-10,WEEKDAY,14,TRAIN,CC24,11450,14250
2020-10,WEEKENDS/HOLIDAY,14,TRAIN,CC24,2326,1685
2020-10,WEEKDAY,7,TRAIN,NS18,26656,14100
2020-10,WEEKENDS/HOLIDAY,7,TRAIN,NS18,4217,1894
2020-10,WEEKENDS/HOLIDAY,20,TRAIN,NE9,3943,6944
2020-10,WEEKDAY,20,TRAIN,NE9,12519,17643
2020-10,WEEKENDS/HOLIDAY,17,TRAIN,BP7,160,326
2020-10,WEEKDAY,17,TRAIN,BP7,1071,2138
2020-10,WEEKENDS/HOLIDAY,19,TRAIN,DT21,2135,1159
2020-10,WEEKDAY,19,TRAIN,DT21,7424,3768
2020-10,WEEKDAY,18,TRAIN,PE6,6171,10626
2020-10,WEEKENDS/HOLIDAY,18,TRAIN,PE6,2221,2773
2020-10,WEEKDAY,0,TRAIN,DT34,1,300
2020-10,WEEKENDS/HOLIDAY,0,TRAIN,DT34,4,137
2020-10,WEEKDAY,20,TRAIN,CC11,13642,4968
2020-10,WEEKENDS/HOLIDAY,20,TRAIN,CC11,2622,1401
2020-10,WEEKDAY,21,TRAIN,DT27,3029,3586
2020-10,WEEKENDS/HOLIDAY,21,TRAIN,DT27,770,1503
2020-10,WEEKDAY,21,TRAIN,CE1/DT16,26329,10022
2020-10,WEEKENDS/HOLIDAY,21,TRAIN,CE1/DT16,17123,5001
2020-10,WEEKDAY,16,TRAIN,EW29,23186,4385
2020-10,WEEKENDS/HOLIDAY,16,TRAIN,EW29,5772,2596
2020-10,WEEKENDS/HOLIDAY,23,TRAIN,DT20,1216,191
2020-10,WEEKDAY,23,TRAIN,DT20,2675,501
2020-10,WEEKDAY,16,TRAIN,EW15,32475,14527
2020-10,WEEKENDS/HOLIDAY,16,TRAIN,EW15,8291,6079
2020-10,WEEKDAY,9,TRAIN,EW32,573,3841
2020-10,WEEKENDS/HOLIDAY,9,TRAIN,EW32,248,402
2020-10,WEEKDAY,16,TRAIN,NS7,6841,1692
2020-10,WEEKENDS/HOLIDAY,16,TRAIN,NS7,2715,1015
2020-10,WEEKENDS/HOLIDAY,23,TRAIN,NS15,1009,2335
2020-10,WEEKDAY,23,TRAIN,NS15,2678,5593
2020-10,WEEKDAY,22,TRAIN,EW26,5570,23337
2020-10,WEEKENDS/HOLIDAY,22,TRAIN,EW26,2689,10589
2020-10,WEEKENDS/HOLIDAY,12,TRAIN,NE5,2083,4084
2020-10,WEEKDAY,12,TRAIN,NE5,5380,8561
2020-10,WEEKDAY,10,TRAIN,NE4/DT19,16968,49946
2020-10,WEEKENDS/HOLIDAY,10,TRAIN,NE4/DT19,7617,21609
2020-10,WEEKENDS/HOLIDAY,19,TRAIN,NE7/DT12,11464,10767
2020-10,WEEKDAY,19,TRAIN,NE7/DT12,25778,24576
2020-10,WEEKDAY,19,TRAIN,DT3,3659,9953
2020-10,WEEKENDS/HOLIDAY,19,TRAIN,DT3,1573,2519
2020-10,WEEKENDS/HOLIDAY,17,TRAIN,NS2,10142,11833
2020-10,WEEKDAY,17,TRAIN,NS2,36703,46954
2020-10,WEEKENDS/HOLIDAY,23,TRAIN,EW30,43,72
2020-10,WEEKDAY,23,TRAIN,EW30,107,135
2020-10,WEEKDAY,10,TRAIN,SW7,2854,1257
2020-10,WEEKENDS/HOLIDAY,10,TRAIN,SW7,1410,557
2020-10,WEEKENDS/HOLIDAY,18,TRAIN,PE5,1461,2097
2020-10,WEEKDAY,18,TRAIN,PE5,4962,8973
2020-10,WEEKDAY,13,TRAIN,NE11,4885,3263
2020-10,WEEKENDS/HOLIDAY,13,TRAIN,NE11,1765,1338
2020-10,WEEKENDS/HOLIDAY,22,TRAIN,PW3,17,33
2020-10,WEEKDAY,22,TRAIN,PW3,45,64
2020-10,WEEKDAY,20,TRAIN,SE3,722,4063
2020-10,WEEKENDS/HOLIDAY,20,TRAIN,SE3,361,1354
2020-10,WEEKDAY,12,TRAIN,DT13,6646,10658
2020-10,WEEKENDS/HOLIDAY,12,TRAIN,DT13,2455,4245
2020-10,WEEKENDS/HOLIDAY,20,TRAIN,TE3,267,1062
2020-10,WEEKDAY,20,TRAIN,TE3,722,2939
2020-10,WEEKENDS/HOLIDAY,23,TRAIN,NS16,3492,11042
2020-10,WEEKDAY,23,TRAIN,NS16,7388,24747
2020-10,WEEKENDS/HOLIDAY,5,TRAIN,CC11,91,121
2020-10,WEEKDAY,5,TRAIN,CC11,586,896
2020-10,WEEKENDS/HOLIDAY,17,TRAIN,EW9,6975,8521
2020-10,WEEKDAY,17,TRAIN,EW9,21041,21004
2020-10,WEEKDAY,17,TRAIN,TE3,2775,4115
2020-10,WEEKENDS/HOLIDAY,17,TRAIN,TE3,1100,930
2020-10,WEEKENDS/HOLIDAY,22,TRAIN,CC10/DT26,1311,4379
2020-10,WEEKDAY,22,TRAIN,CC10/DT26,3742,9985
2020-10,WEEKDAY,22,TRAIN,PE6,1702,2885
2020-10,WEEKENDS/HOLIDAY,22,TRAIN,PE6,759,1102
2020-10,WEEKDAY,13,TRAIN,NS27/CE2,1196,2193
2020-10,WEEKENDS/HOLIDAY,13,TRAIN,NS27/CE2,559,1039
2020-10,WEEKENDS/HOLIDAY,0,TRAIN,NS24/NE6/CC1,105,77
2020-10,WEEKDAY,0,TRAIN,NS24/NE6/CC1,262,186
2020-10,WEEKDAY,14,TRAIN,BP9,2722,1810
2020-10,WEEKENDS/HOLIDAY,14,TRAIN,BP9,543,415
2020-10,WEEKENDS/HOLIDAY,19,TRAIN,EW24/NS1,35058,26796
2020-10,WEEKDAY,19,TRAIN,EW24/NS1,99279,79803
2020-10,WEEKDAY,12,TRAIN,NS23,14022,34431
2020-10,WEEKENDS/HOLIDAY,12,TRAIN,NS23,6683,19059
2020-10,WEEKENDS/HOLIDAY,21,TRAIN,PE4,350,652
2020-10,WEEKDAY,21,TRAIN,PE4,616,1475
2020-10,WEEKENDS/HOLIDAY,13,TRAIN,NE4/DT19,19849,23623
2020-10,WEEKDAY,13,TRAIN,NE4/DT19,46171,43209
2020-10,WEEKDAY,20,TRAIN,PE5,1439,5440
2020-10,WEEKENDS/HOLIDAY,20,TRAIN,PE5,515,1937
2020-10,WEEKENDS/HOLIDAY,15,TRAIN,CC26,903,679
2020-10,WEEKDAY,15,TRAIN,CC26,2507,1543
2020-10,WEEKENDS/HOLIDAY,22,TRAIN,NS19,4813,12534
2020-10,WEEKDAY,22,TRAIN,NS19,11432,28320
2020-10,WEEKDAY,21,TRAIN,NS8,10506,16786
2020-10,WEEKENDS/HOLIDAY,21,TRAIN,NS8,4170,6428
2020-10,WEEKENDS/HOLIDAY,11,TRAIN,PE2,2645,1081
2020-10,WEEKDAY,11,TRAIN,PE2,5296,2846
2020-10,WEEKENDS/HOLIDAY,11,TRAIN,EW28,10784,4002
2020-10,WEEKDAY,11,TRAIN,EW28,18086,11010
2020-10,WEEKENDS/HOLIDAY,10,TRAIN,EW14/NS26,2341,6300
2020-10,WEEKDAY,10,TRAIN,EW14/NS26,9427,36707
2020-10,WEEKDAY,14,TRAIN,CC4/DT15,10731,11034
2020-10,WEEKENDS/HOLIDAY,14,TRAIN,CC4/DT15,5023,6337
2020-10,WEEKENDS/HOLIDAY,7,TRAIN,EW3,3548,2145
2020-10,WEEKDAY,7,TRAIN,EW3,27638,18523
2020-10,WEEKDAY,8,TRAIN,EW12/DT14,11691,46490
2020-10,WEEKENDS/HOLIDAY,8,TRAIN,EW12/DT14,2660,8123
2020-10,WEEKDAY,19,TRAIN,DT8,3346,2647
2020-10,WEEKENDS/HOLIDAY,19,TRAIN,DT8,739,1024
2020-10,WEEKDAY,11,TRAIN,NE9,19569,12500
2020-10,WEEKENDS/HOLIDAY,11,TRAIN,NE9,9488,5588
2020-10,WEEKDAY,19,TRAIN,CC17,2366,4907
2020-10,WEEKENDS/HOLIDAY,19,TRAIN,CC17,715,775
2020-10,WEEKENDS/HOLIDAY,8,TRAIN,DT30,2662,928
2020-10,WEEKDAY,8,TRAIN,DT30,17544,3034
2020-10,WEEKENDS/HOLIDAY,18,TRAIN,PW5,630,942
2020-10,WEEKDAY,18,TRAIN,PW5,1975,3806
2020-10,WEEKENDS/HOLIDAY,17,TRAIN,PE5,1829,1882
2020-10,WEEKDAY,17,TRAIN,PE5,5219,6949
2020-10,WEEKENDS/HOLIDAY,16,TRAIN,DT33,5119,5232
2020-10,WEEKDAY,16,TRAIN,DT33,9578,14477
2020-10,WEEKDAY,9,TRAIN,PW4,966,760
2020-10,WEEKENDS/HOLIDAY,9,TRAIN,PW4,252,384
2020-10,WEEKDAY,21,TRAIN,BP12,525,1472
2020-10,WEEKENDS/HOLIDAY,21,TRAIN,BP12,101,327
2020-10,WEEKENDS/HOLIDAY,22,TRAIN,EW16/NE3,4557,2554
2020-10,WEEKDAY,22,TRAIN,EW16/NE3,13049,5707
2020-10,WEEKDAY,7,TRAIN,SW2,7478,2238
2020-10,WEEKENDS/HOLIDAY,7,TRAIN,SW2,808,408
2020-10,WEEKDAY,18,TRAIN,CC21,9584,15018
2020-10,WEEKENDS/HOLIDAY,18,TRAIN,CC21,3580,3964
2020-10,WEEKDAY,7,TRAIN,DT6,6236,10491
2020-10,WEEKENDS/HOLIDAY,7,TRAIN,DT6,648,975
2020-10,WEEKENDS/HOLIDAY,22,TRAIN,BP12,90,274
2020-10,WEEKDAY,22,TRAIN,BP12,279,1201
2020-10,WEEKDAY,6,TRAIN,NS16,59737,30597
2020-10,WEEKENDS/HOLIDAY,6,TRAIN,NS16,11385,4992
2020-10,WEEKDAY,13,TRAIN,NS10,35701,28031
2020-10,WEEKENDS/HOLIDAY,13,TRAIN,NS10,18266,11920
2020-10,WEEKDAY,8,TRAIN,DT8,3120,7949
2020-10,WEEKENDS/HOLIDAY,8,TRAIN,DT8,871,665
2020-10,WEEKDAY,21,TRAIN,CC14,1824,4513
2020-10,WEEKENDS/HOLIDAY,21,TRAIN,CC14,478,1833
2020-10,WEEKENDS/HOLIDAY,9,TRAIN,EW7,5473,3859
2020-10,WEEKDAY,9,TRAIN,EW7,14370,11068
2020-10,WEEKDAY,5,TRAIN,BP12,2268,112
2020-10,WEEKENDS/HOLIDAY,5,TRAIN,BP12,260,15
2020-10,WEEKDAY,10,TRAIN,EW26,25961,8867
2020-10,WEEKENDS/HOLIDAY,10,TRAIN,EW26,13476,4484
2020-10,WEEKDAY,20,TRAIN,EW27,30595,52728
2020-10,WEEKENDS/HOLIDAY,20,TRAIN,EW27,10776,20145
2020-10,WEEKDAY,15,TRAIN,NS21/DT11,40689,40692
2020-10,WEEKENDS/HOLIDAY,15,TRAIN,NS21/DT11,20027,20313
2020-10,WEEKENDS/HOLIDAY,15,TRAIN,EW3,6236,5995
2020-10,WEEKDAY,15,TRAIN,EW3,13449,13971
2020-10,WEEKENDS/HOLIDAY,13,TRAIN,NE10,4923,4456
2020-10,WEEKDAY,13,TRAIN,NE10,14156,11925
2020-10,WEEKENDS/HOLIDAY,5,TRAIN,EW31,53,65
2020-10,WEEKDAY,5,TRAIN,EW31,142,663
2020-10,WEEKDAY,23,TRAIN,BP9,68,576
2020-10,WEEKENDS/HOLIDAY,23,TRAIN,BP9,22,182
2020-10,WEEKDAY,13,TRAIN,CC27,1657,2281
2020-10,WEEKENDS/HOLIDAY,13,TRAIN,CC27,761,863
2020-10,WEEKDAY,16,TRAIN,DT21,5024,2832
2020-10,WEEKENDS/HOLIDAY,16,TRAIN,DT21,2153,1645
2020-10,WEEKDAY,5,TRAIN,EW6,1111,167
2020-10,WEEKENDS/HOLIDAY,5,TRAIN,EW6,123,32
2020-10,WEEKENDS/HOLIDAY,20,TRAIN,SW1,599,571
2020-10,WEEKDAY,20,TRAIN,SW1,1671,1560
2020-10,WEEKDAY,8,TRAIN,DT13,4472,12867
2020-10,WEEKENDS/HOLIDAY,8,TRAIN,DT13,1072,1881
2020-10,WEEKDAY,11,TRAIN,CC19/DT9,4931,4603
2020-10,WEEKENDS/HOLIDAY,11,TRAIN,CC19/DT9,3392,4090
2020-10,WEEKDAY,13,TRAIN,DT2,3801,1444
2020-10,WEEKENDS/HOLIDAY,13,TRAIN,DT2,548,407
2020-10,WEEKDAY,20,TRAIN,EW24/NS1,92288,37413
2020-10,WEEKENDS/HOLIDAY,20,TRAIN,EW24/NS1,37012,15559
2020-10,WEEKDAY,18,TRAIN,NS3,18514,44769
2020-10,WEEKENDS/HOLIDAY,18,TRAIN,NS3,6878,7845
2020-10,WEEKENDS/HOLIDAY,23,TRAIN,DT18,1137,91
2020-10,WEEKDAY,23,TRAIN,DT18,4156,249
2020-10,WEEKDAY,23,TRAIN,CE1/DT16,16865,2333
2020-10,WEEKENDS/HOLIDAY,23,TRAIN,CE1/DT16,8220,1011
2020-10,WEEKDAY,10,TRAIN,TE3,3404,796
2020-10,WEEKENDS/HOLIDAY,10,TRAIN,TE3,1059,301
2020-10,WEEKENDS/HOLIDAY,9,TRAIN,SE1,1876,768
2020-10,WEEKDAY,9,TRAIN,SE1,5610,1866
2020-10,WEEKDAY,9,TRAIN,DT3,8992,2629
2020-10,WEEKENDS/HOLIDAY,9,TRAIN,DT3,3246,1313
2020-10,WEEKDAY,17,TRAIN,PW4,1541,919
2020-10,WEEKENDS/HOLIDAY,17,TRAIN,PW4,548,404
2020-10,WEEKDAY,14,TRAIN,DT18,7720,6187
2020-10,WEEKENDS/HOLIDAY,14,TRAIN,DT18,2218,1815
2020-10,WEEKENDS/HOLIDAY,18,TRAIN,EW27,17871,23449
2020-10,WEEKDAY,18,TRAIN,EW27,81959,108893
2020-10,WEEKENDS/HOLIDAY,21,TRAIN,TE1,2,15
2020-10,WEEKDAY,21,TRAIN,TE1,3,14
2020-10,WEEKENDS/HOLIDAY,23,TRAIN,NS20,1220,796
2020-10,WEEKDAY,23,TRAIN,NS20,3296,1842
2020-10,WEEKENDS/HOLIDAY,12,TRAIN,BP11,865,593
2020-10,WEEKDAY,12,TRAIN,BP11,3050,1996
2020-10,WEEKENDS/HOLIDAY,16,TRAIN,EW13/NS25,22973,17766
2020-10,WEEKDAY,16,TRAIN,EW13/NS25,33763,24254
2020-10,WEEKENDS/HOLIDAY,22,TRAIN,BP8,259,309
2020-10,WEEKDAY,22,TRAIN,BP8,1016,1330
2020-10,WEEKENDS/HOLIDAY,12,TRAIN,PW4,494,394
2020-10,WEEKDAY,12,TRAIN,PW4,1264,758
2020-10,WEEKENDS/HOLIDAY,13,TRAIN,DT24,1619,1346
2020-10,WEEKDAY,13,TRAIN,DT24,3204,2917
2020-10,WEEKENDS/HOLIDAY,17,TRAIN,SW5,2890,3237
2020-10,WEEKDAY,17,TRAIN,SW5,7271,9562
2020-10,WEEKDAY,17,TRAIN,CC28,3748,4496
2020-10,WEEKENDS/HOLIDAY,17,TRAIN,CC28,1435,1289
2020-10,WEEKENDS/HOLIDAY,0,TRAIN,DT29,12,197
2020-10,WEEKDAY,0,TRAIN,DT29,22,477
2020-10,WEEKDAY,22,TRAIN,CC24,5716,1028
2020-10,WEEKENDS/HOLIDAY,22,TRAIN,CC24,1030,644
2020-10,WEEKDAY,22,TRAIN,TE1,1,0
2020-10,WEEKDAY,23,TRAIN,DT30,468,3860
2020-10,WEEKENDS/HOLIDAY,23,TRAIN,DT30,216,1644
2020-10,WEEKENDS/HOLIDAY,0,TRAIN,SE2,16,241
2020-10,WEEKDAY,0,TRAIN,SE2,31,516
2020-10,WEEKDAY,21,TRAIN,NS2,11976,23322
2020-10,WEEKENDS/HOLIDAY,21,TRAIN,NS2,5014,8856
2020-10,WEEKENDS/HOLIDAY,11,TRAIN,PE3,2744,1681
2020-10,WEEKDAY,11,TRAIN,PE3,5515,3674
2020-10,WEEKENDS/HOLIDAY,23,TRAIN,NE8,3023,2369
2020-10,WEEKDAY,23,TRAIN,NE8,5241,5558
2020-10,WEEKDAY,5,TRAIN,NS18,3717,444
2020-10,WEEKENDS/HOLIDAY,5,TRAIN,NS18,617,80
2020-10,WEEKDAY,7,TRAIN,DT10,6387,10472
2020-10,WEEKENDS/HOLIDAY,7,TRAIN,DT10,972,814
2020-10,WEEKENDS/HOLIDAY,18,TRAIN,DT34,1576,1190
2020-10,WEEKDAY,18,TRAIN,DT34,8148,4751
2020-10,WEEKENDS/HOLIDAY,23,TRAIN,CC6,1281,159
2020-10,WEEKDAY,23,TRAIN,CC6,2705,409
2020-10,WEEKENDS/HOLIDAY,17,TRAIN,NS13,19109,24803
2020-10,WEEKDAY,17,TRAIN,NS13,55209,88415
2020-10,WEEKDAY,10,TRAIN,CC8,6955,4381
2020-10,WEEKENDS/HOLIDAY,10,TRAIN,CC8,2379,1916
2020-10,WEEKENDS/HOLIDAY,13,TRAIN,SW8,834,702
2020-10,WEEKDAY,13,TRAIN,SW8,2215,3017
2020-10,WEEKDAY,12,TRAIN,EW22,15546,11167
2020-10,WEEKENDS/HOLIDAY,12,TRAIN,EW22,2186,1375
2020-10,WEEKDAY,8,TRAIN,DT28,14103,23618
2020-10,WEEKENDS/HOLIDAY,8,TRAIN,DT28,2088,2333
