YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2020-09,WEEKENDS/HOLIDAY,18,TRAIN,EW22,1316,1599
2020-09,WEEKDAY,18,TRAIN,EW22,10398,9685
2020-09,WEEKDAY,15,TRAIN,CC25,5191,3464
2020-09,WEEKENDS/HOLIDAY,15,TRAIN,CC25,2024,1314
2020-09,WEEKENDS/HOLIDAY,12,TRAIN,CE1/DT16,4059,9213
2020-09,WEEKDAY,12,TRAIN,CE1/DT16,9075,16836
2020-09,WEEKENDS/HOLIDAY,10,TRAIN,SW6,1435,534
2020-09,WEEKDAY,10,TRAIN,SW6,3611,1347
2020-09,WEEKDAY,17,TRAIN,DT31,7074,11449
2020-09,WEEKENDS/HOLIDAY,17,TRAIN,DT31,2084,2393
2020-09,WEEKENDS/HOLIDAY,15,TRAIN,CC14,1284,1620
2020-09,WEEKDAY,15,TRAIN,CC14,10471,6096
2020-09,WEEKENDS/HOLIDAY,0,TRAIN,NS8,240,890
2020-09,WEEKDAY,0,TRAIN,NS8,523,2440
2020-09,WEEKDAY,18,TRAIN,NS14,33915,69608
2020-09,WEEKENDS/HOLIDAY,18,TRAIN,NS14,8663,10951
2020-09,WEEKENDS/HOLIDAY,12,TRAIN,EW17,9045,8307
2020-09,WEEKDAY,12,TRAIN,EW17,19356,19415
2020-09,WEEKDAY,0,TRAIN,NE17/PTC,172,1782
2020-09,WEEKENDS/HOLIDAY,0,TRAIN,NE17/PTC,102,815
2020-09,WEEKDAY,13,TRAIN,BP12,3183,1531
2020-09,WEEKENDS/HOLIDAY,13,TRAIN,BP12,752,542
2020-09,WEEKDAY,14,TRAIN,NS17/CC15,16957,8267
2020-09,WEEKENDS/HOLIDAY,14,TRAIN,NS17/CC15,4995,2963
2020-09,WEEKDAY,16,TRAIN,CC10/DT26,11424,9700
2020-09,WEEKENDS/HOLIDAY,16,TRAIN,CC10/DT26,4165,3472
2020-09,WEEKDAY,6,TRAIN,DT28,7500,5845
2020-09,WEEKENDS/HOLIDAY,6,TRAIN,DT28,890,608
2020-09,WEEKDAY,5,TRAIN,DT7,184,108
2020-09,WEEKENDS/HOLIDAY,5,TRAIN,DT7,34,8
2020-09,WEEKENDS/HOLIDAY,11,TRAIN,PW5,787,475
2020-09,WEEKDAY,11,TRAIN,PW5,1633,1116
2020-09,WEEKDAY,18,TRAIN,BP3,4047,9170
2020-09,WEEKENDS/HOLIDAY,18,TRAIN,BP3,1388,1661
2020-09,WEEKENDS/HOLIDAY,22,TRAIN,CC28,314,1044
2020-09,WEEKDAY,22,TRAIN,CC28,794,2675
2020-09,WEEKENDS/HOLIDAY,13,TRAIN,SW6,1088,968
2020-09,WEEKDAY,13,TRAIN,SW6,4246,3564
2020-09,WEEKENDS/HOLIDAY,17,TRAIN,DT21,1766,1324
2020-09,WEEKDAY,17,TRAIN,DT21,7611,3360
2020-09,WEEKDAY,19,TRAIN,NE12/CC13,21005,34669
2020-09,WEEKENDS/HOLIDAY,19,TRAIN,NE12/CC13,7687,9082
2020-09,WEEKDAY,6,TRAIN,EW31,773,7730
2020-09,WEEKENDS/HOLIDAY,6,TRAIN,EW31,240,1229
2020-09,WEEKDAY,15,TRAIN,EW7,9072,12040
2020-09,WEEKENDS/HOLIDAY,15,TRAIN,EW7,4065,4632
2020-09,WEEKDAY,17,TRAIN,NE12/CC13,24376,32193
2020-09,WEEKENDS/HOLIDAY,17,TRAIN,NE12/CC13,9186,10113
2020-09,WEEKENDS/HOLIDAY,8,TRAIN,NS21/DT11,8745,10140
2020-09,WEEKDAY,8,TRAIN,NS21/DT11,52048,65301
2020-09,WEEKDAY,0,TRAIN,NE16/STC,291,2158
2020-09,WEEKENDS/HOLIDAY,0,TRAIN,NE16/STC,134,912
2020-09,WEEKENDS/HOLIDAY,23,TRAIN,CC23,188,61
2020-09,WEEKDAY,23,TRAIN,CC23,938,174
2020-09,WEEKENDS/HOLIDAY,22,TRAIN,DT13,1339,805
2020-09,WEEKDAY,22,TRAIN,DT13,4671,2043
2020-09,WEEKDAY,23,TRAIN,NE14,1711,13929
2020-09,WEEKENDS/HOLIDAY,23,TRAIN,NE14,720,5542
2020-09,WEEKDAY,22,TRAIN,NS9/TE2,15394,32003
2020-09,WEEKENDS/HOLIDAY,22,TRAIN,NS9/TE2,6503,12022
2020-09,WEEKENDS/HOLIDAY,12,TRAIN,DT22,1514,2152
2020-09,WEEKDAY,12,TRAIN,DT22,3514,4283
2020-09,WEEKENDS/HOLIDAY,18,TRAIN,DT28,2233,1969
2020-09,WEEKDAY,18,TRAIN,DT28,22819,11911
2020-09,WEEKENDS/HOLIDAY,12,TRAIN,DT34,1314,858
2020-09,WEEKDAY,12,TRAIN,DT34,3255,2318
2020-09,WEEKDAY,9,TRAIN,SW7,3198,999
2020-09,WEEKENDS/HOLIDAY,9,TRAIN,SW7,1120,442
2020-09,WEEKDAY,12,TRAIN,NE17/PTC,31027,28344
2020-09,WEEKENDS/HOLIDAY,12,TRAIN,NE17/PTC,14388,12429
2020-09,WEEKENDS/HOLIDAY,19,TRAIN,NE8,9493,10412
2020-09,WEEKDAY,19,TRAIN,NE8,21148,28098
2020-09,WEEKDAY,21,TRAIN,CC24,11639,1715
2020-09,WEEKENDS/HOLIDAY,21,TRAIN,CC24,2072,786
2020-09,WEEKDAY,12,TRAIN,EW8/CC9,27912,38331
2020-09,WEEKENDS/HOLIDAY,12,TRAIN,EW8/CC9,18545,19278
2020-09,WEEKDAY,20,TRAIN,BP5,1544,1635
2020-09,WEEKENDS/HOLIDAY,20,TRAIN,BP5,434,541
2020-09,WEEKDAY,12,TRAIN,EW15,17505,21664
2020-09,WEEKENDS/HOLIDAY,12,TRAIN,EW15,4919,7233
2020-09,WEEKDAY,7,TRAIN,SW4,3292,858
2020-09,WEEKENDS/HOLIDAY,7,TRAIN,SW4,312,102
2020-09,WEEKENDS/HOLIDAY,22,TRAIN,DT33,900,5948
2020-09,WEEKDAY,22,TRAIN,DT33,2579,15801
2020-09,WEEKDAY,11,TRAIN,EW24/NS1,29340,59313
2020-09,WEEKENDS/HOLIDAY,11,TRAIN,EW24/NS1,13009,28142
2020-09,WEEKDAY,21,TRAIN,EW25,2399,7236
2020-09,WEEKENDS/HOLIDAY,21,TRAIN,EW25,1098,2176
2020-09,WEEKENDS/HOLIDAY,16,TRAIN,CC2,1101,858
2020-09,WEEKDAY,16,TRAIN,CC2,3207,1895
2020-09,WEEKDAY,14,TRAIN,CC12,9470,3555
2020-09,WEEKENDS/HOLIDAY,14,TRAIN,CC12,1143,1046
2020-09,WEEKDAY,16,TRAIN,NS20,47640,19824
2020-09,WEEKENDS/HOLIDAY,16,TRAIN,NS20,9457,6974
2020-09,WEEKENDS/HOLIDAY,21,TRAIN,NS13,12199,17013
2020-09,WEEKDAY,21,TRAIN,NS13,31450,51531
2020-09,WEEKENDS/HOLIDAY,5,TRAIN,NS13,3942,588
2020-09,WEEKDAY,5,TRAIN,NS13,24952,3532
2020-09,WEEKDAY,5,TRAIN,PW6,573,1
2020-09,WEEKENDS/HOLIDAY,5,TRAIN,PW6,96,2
2020-09,WEEKENDS/HOLIDAY,13,TRAIN,CC21,2838,3099
2020-09,WEEKDAY,13,TRAIN,CC21,7049,7088
2020-09,WEEKDAY,14,TRAIN,PE7,2457,3977
2020-09,WEEKENDS/HOLIDAY,14,TRAIN,PE7,1122,1153
2020-09,WEEKDAY,10,TRAIN,CC20,3293,2512
2020-09,WEEKENDS/HOLIDAY,10,TRAIN,CC20,1578,1140
2020-09,WEEKDAY,0,TRAIN,CG2,18,15
2020-09,WEEKENDS/HOLIDAY,0,TRAIN,CG2,9,3
2020-09,WEEKDAY,16,TRAIN,NE5,8862,6773
2020-09,WEEKENDS/HOLIDAY,16,TRAIN,NE5,3085,3068
2020-09,WEEKDAY,11,TRAIN,NE16/STC,33485,26579
2020-09,WEEKENDS/HOLIDAY,11,TRAIN,NE16/STC,14897,11265
2020-09,WEEKENDS/HOLIDAY,13,TRAIN,EW9,5885,5405
2020-09,WEEKDAY,13,TRAIN,EW9,17808,10939
2020-09,WEEKDAY,16,TRAIN,NS14,19785,29664
2020-09,WEEKENDS/HOLIDAY,16,TRAIN,NS14,8094,8922
2020-09,WEEKENDS/HOLIDAY,11,TRAIN,NS15,5073,2777
2020-09,WEEKDAY,11,TRAIN,NS15,16436,8857
2020-09,WEEKENDS/HOLIDAY,5,TRAIN,CC22/EW21,276,106
2020-09,WEEKDAY,5,TRAIN,CC22/EW21,2196,1251
2020-09,WEEKENDS/HOLIDAY,11,TRAIN,BP4,690,357
2020-09,WEEKDAY,11,TRAIN,BP4,4411,2457
2020-09,WEEKDAY,11,TRAIN,NS27/CE2,1134,1226
2020-09,WEEKENDS/HOLIDAY,11,TRAIN,NS27/CE2,394,589
2020-09,WEEKENDS/HOLIDAY,9,TRAIN,NS17/CC15,6172,1848
2020-09,WEEKDAY,9,TRAIN,NS17/CC15,21454,6279
2020-09,WEEKDAY,6,TRAIN,EW10,13731,3141
2020-09,WEEKENDS/HOLIDAY,6,TRAIN,EW10,2285,694
2020-09,WEEKENDS/HOLIDAY,8,TRAIN,NS28,366,1972
2020-09,WEEKDAY,8,TRAIN,NS28,969,2448
2020-09,WEEKENDS/HOLIDAY,7,TRAIN,EW33,726,1515
2020-09,WEEKDAY,7,TRAIN,EW33,1669,9893
2020-09,WEEKDAY,18,TRAIN,BP12,2531,5416
2020-09,WEEKENDS/HOLIDAY,18,TRAIN,BP12,612,563
2020-09,WEEKENDS/HOLIDAY,0,TRAIN,EW14/NS26,55,17
2020-09,WEEKDAY,0,TRAIN,EW14/NS26,188,56
2020-09,WEEKDAY,12,TRAIN,TE3,4280,1137
2020-09,WEEKENDS/HOLIDAY,12,TRAIN,TE3,963,495
2020-09,WEEKDAY,5,TRAIN,EW15,862,681
2020-09,WEEKENDS/HOLIDAY,5,TRAIN,EW15,185,40
2020-09,WEEKDAY,18,TRAIN,NS7,14818,4957
2020-09,WEEKENDS/HOLIDAY,18,TRAIN,NS7,2069,1639
2020-09,WEEKENDS/HOLIDAY,0,TRAIN,NS15,141,354
2020-09,WEEKDAY,0,TRAIN,NS15,499,820
2020-09,WEEKDAY,15,TRAIN,NS15,19764,12200
2020-09,WEEKENDS/HOLIDAY,15,TRAIN,NS15,4196,3759
2020-09,WEEKDAY,22,TRAIN,DT7,1477,1233
2020-09,WEEKENDS/HOLIDAY,22,TRAIN,DT7,601,422
2020-09,WEEKDAY,15,TRAIN,PW4,579,754
2020-09,WEEKENDS/HOLIDAY,15,TRAIN,PW4,219,271
2020-09,WEEKDAY,17,TRAIN,CC6,7237,6605
2020-09,WEEKENDS/HOLIDAY,17,TRAIN,CC6,3784,3281
2020-09,WEEKDAY,8,TRAIN,NE8,16022,22453
2020-09,WEEKENDS/HOLIDAY,8,TRAIN,NE8,3703,5203
2020-09,WEEKDAY,20,TRAIN,CC7,2891,5113
2020-09,WEEKENDS/HOLIDAY,20,TRAIN,CC7,1094,1968
2020-09,WEEKENDS/HOLIDAY,20,TRAIN,NS3,2744,6481
2020-09,WEEKDAY,20,TRAIN,NS3,7149,22257
2020-09,WEEKENDS/HOLIDAY,10,TRAIN,SE3,1215,359
2020-09,WEEKDAY,10,TRAIN,SE3,2667,965
2020-09,WEEKDAY,9,TRAIN,EW16/NE3,13321,40495
2020-09,WEEKENDS/HOLIDAY,9,TRAIN,EW16/NE3,3550,4888
2020-09,WEEKDAY,18,TRAIN,NE16/STC,44443,82462
2020-09,WEEKENDS/HOLIDAY,18,TRAIN,NE16/STC,13104,17543
2020-09,WEEKENDS/HOLIDAY,15,TRAIN,EW23,12992,12720
2020-09,WEEKDAY,15,TRAIN,EW23,38594,31272
2020-09,WEEKDAY,20,TRAIN,NE8,18067,17602
2020-09,WEEKENDS/HOLIDAY,20,TRAIN,NE8,9179,6860
2020-09,WEEKENDS/HOLIDAY,19,TRAIN,EW33,757,768
2020-09,WEEKDAY,19,TRAIN,EW33,4129,1877
2020-09,WEEKDAY,6,TRAIN,CC16,7169,3912
2020-09,WEEKENDS/HOLIDAY,6,TRAIN,CC16,772,572
2020-09,WEEKDAY,11,TRAIN,BP12,2192,1206
2020-09,WEEKENDS/HOLIDAY,11,TRAIN,BP12,859,573
2020-09,WEEKDAY,13,TRAIN,NE17/PTC,33296,33462
2020-09,WEEKENDS/HOLIDAY,13,TRAIN,NE17/PTC,14613,13134
2020-09,WEEKENDS/HOLIDAY,23,TRAIN,EW6,378,1600
2020-09,WEEKDAY,23,TRAIN,EW6,820,4474
2020-09,WEEKDAY,12,TRAIN,CC4/DT15,6570,12876
2020-09,WEEKENDS/HOLIDAY,12,TRAIN,CC4/DT15,1902,5721
2020-09,WEEKENDS/HOLIDAY,15,TRAIN,NE4/DT19,19883,17178
2020-09,WEEKDAY,15,TRAIN,NE4/DT19,43880,35242
2020-09,WEEKDAY,8,TRAIN,SW1,1728,4455
2020-09,WEEKENDS/HOLIDAY,8,TRAIN,SW1,419,398
2020-09,WEEKENDS/HOLIDAY,9,TRAIN,NS10,17588,6858
2020-09,WEEKDAY,9,TRAIN,NS10,54633,21465
2020-09,WEEKDAY,7,TRAIN,BP5,5078,2697
2020-09,WEEKENDS/HOLIDAY,7,TRAIN,BP5,506,328
2020-09,WEEKDAY,8,TRAIN,SW6,5748,1673
2020-09,WEEKENDS/HOLIDAY,8,TRAIN,SW6,1086,395
2020-09,WEEKENDS/HOLIDAY,16,TRAIN,EW4,3557,3479
2020-09,WEEKDAY,16,TRAIN,EW4,12662,10265
2020-09,WEEKENDS/HOLIDAY,14,TRAIN,CC2,873,1065
2020-09,WEEKDAY,14,TRAIN,CC2,2115,3266
2020-09,WEEKDAY,12,TRAIN,NE14,26926,16800
2020-09,WEEKENDS/HOLIDAY,12,TRAIN,NE14,12026,6949
2020-09,WEEKDAY,20,TRAIN,NE4/DT19,49009,17892
2020-09,WEEKENDS/HOLIDAY,20,TRAIN,NE4/DT19,20099,7474
2020-09,WEEKENDS/HOLIDAY,0,TRAIN,SE5,6,81
2020-09,WEEKDAY,0,TRAIN,SE5,29,161
2020-09,WEEKENDS/HOLIDAY,7,TRAIN,DT33,3920,1438
2020-09,WEEKDAY,7,TRAIN,DT33,41430,13552
2020-09,WEEKENDS/HOLIDAY,0,TRAIN,DT24,27,91
2020-09,WEEKDAY,0,TRAIN,DT24,45,223
2020-09,WEEKDAY,0,TRAIN,NS18,118,937
2020-09,WEEKENDS/HOLIDAY,0,TRAIN,NS18,55,390
2020-09,WEEKDAY,22,TRAIN,NS24/NE6/CC1,27816,4722
2020-09,WEEKENDS/HOLIDAY,22,TRAIN,NS24/NE6/CC1,10667,1968
2020-09,WEEKENDS/HOLIDAY,21,TRAIN,EW3,2947,4871
2020-09,WEEKDAY,21,TRAIN,EW3,8307,14048
2020-09,WEEKENDS/HOLIDAY,20,TRAIN,DT5,2578,2876
2020-09,WEEKDAY,20,TRAIN,DT5,7072,8863
2020-09,WEEKENDS/HOLIDAY,15,TRAIN,DT22,1614,1765
2020-09,WEEKDAY,15,TRAIN,DT22,3632,3858
2020-09,WEEKDAY,21,TRAIN,CC27,2077,316
2020-09,WEEKENDS/HOLIDAY,21,TRAIN,CC27,565,111
2020-09,WEEKENDS/HOLIDAY,15,TRAIN,SE4,976,1054
2020-09,WEEKDAY,15,TRAIN,SE4,2349,3193
2020-09,WEEKENDS/HOLIDAY,19,TRAIN,PW6,195,426
2020-09,WEEKDAY,19,TRAIN,PW6,542,1674
2020-09,WEEKDAY,8,TRAIN,NE10,16234,20511
2020-09,WEEKENDS/HOLIDAY,8,TRAIN,NE10,2819,2723
2020-09,WEEKENDS/HOLIDAY,21,TRAIN,CG1/DT35,3832,689
2020-09,WEEKDAY,21,TRAIN,CG1/DT35,10317,1362
2020-09,WEEKENDS/HOLIDAY,13,TRAIN,NS21/DT11,17568,17600
2020-09,WEEKDAY,13,TRAIN,NS21/DT11,39550,43611
2020-09,WEEKENDS/HOLIDAY,7,TRAIN,CC23,373,1699
2020-09,WEEKDAY,7,TRAIN,CC23,2319,21744
2020-09,WEEKENDS/HOLIDAY,16,TRAIN,SW1,786,428
2020-09,WEEKDAY,16,TRAIN,SW1,3062,1491
2020-09,WEEKENDS/HOLIDAY,20,TRAIN,NE15,1567,6275
2020-09,WEEKDAY,20,TRAIN,NE15,4251,19790
2020-09,WEEKDAY,13,TRAIN,EW29,6392,5938
2020-09,WEEKENDS/HOLIDAY,13,TRAIN,EW29,3092,2216
2020-09,WEEKDAY,13,TRAIN,EW30,868,441
2020-09,WEEKENDS/HOLIDAY,13,TRAIN,EW30,510,123
2020-09,WEEKDAY,7,TRAIN,EW32,1556,21974
2020-09,WEEKENDS/HOLIDAY,7,TRAIN,EW32,521,2693
2020-09,WEEKDAY,7,TRAIN,NE14,60969,24922
2020-09,WEEKENDS/HOLIDAY,7,TRAIN,NE14,7134,3108
2020-09,WEEKENDS/HOLIDAY,13,TRAIN,SE3,1060,852
2020-09,WEEKDAY,13,TRAIN,SE3,3401,2637
2020-09,WEEKENDS/HOLIDAY,20,TRAIN,EW30,609,229
2020-09,WEEKDAY,20,TRAIN,EW30,4692,498
2020-09,WEEKENDS/HOLIDAY,12,TRAIN,NS17/CC15,6591,2552
2020-09,WEEKDAY,12,TRAIN,NS17/CC15,16112,6749
2020-09,WEEKDAY,15,TRAIN,EW26,18599,19284
2020-09,WEEKENDS/HOLIDAY,15,TRAIN,EW26,8169,7822
2020-09,WEEKENDS/HOLIDAY,9,TRAIN,EW23,10175,9604
2020-09,WEEKDAY,9,TRAIN,EW23,30326,32326
2020-09,WEEKDAY,21,TRAIN,DT34,1533,2805
2020-09,WEEKENDS/HOLIDAY,21,TRAIN,DT34,341,1044
2020-09,WEEKDAY,15,TRAIN,NS5,18181,25057
2020-09,WEEKENDS/HOLIDAY,15,TRAIN,NS5,7678,8896
2020-09,WEEKENDS/HOLIDAY,11,TRAIN,DT13,1413,3260
2020-09,WEEKDAY,11,TRAIN,DT13,3887,9071
2020-09,WEEKDAY,20,TRAIN,DT27,4782,4502
2020-09,WEEKENDS/HOLIDAY,20,TRAIN,DT27,866,1418
2020-09,WEEKDAY,20,TRAIN,SW3,732,2791
2020-09,WEEKENDS/HOLIDAY,20,TRAIN,SW3,256,835
2020-09,WEEKDAY,14,TRAIN,EW16/NE3,19932,22282
2020-09,WEEKENDS/HOLIDAY,14,TRAIN,EW16/NE3,5720,3905
2020-09,WEEKENDS/HOLIDAY,19,TRAIN,EW26,6879,10814
2020-09,WEEKDAY,19,TRAIN,EW26,22145,49239
2020-09,WEEKENDS/HOLIDAY,6,TRAIN,BP3,1035,218
2020-09,WEEKDAY,6,TRAIN,BP3,9970,1249
2020-09,WEEKDAY,13,TRAIN,EW12/DT14,33577,44890
2020-09,WEEKENDS/HOLIDAY,13,TRAIN,EW12/DT14,14226,24938
2020-09,WEEKENDS/HOLIDAY,8,TRAIN,CG2,1241,2197
2020-09,WEEKDAY,8,TRAIN,CG2,4081,11755
2020-09,WEEKENDS/HOLIDAY,20,TRAIN,NE13,4390,6006
2020-09,WEEKDAY,20,TRAIN,NE13,12567,18710
2020-09,WEEKENDS/HOLIDAY,19,TRAIN,NS17/CC15,3513,3356
2020-09,WEEKDAY,19,TRAIN,NS17/CC15,13174,15732
2020-09,WEEKENDS/HOLIDAY,23,TRAIN,CC17,64,315
2020-09,WEEKDAY,23,TRAIN,CC17,158,918
2020-09,WEEKENDS/HOLIDAY,10,TRAIN,DT18,516,1809
2020-09,WEEKDAY,10,TRAIN,DT18,2637,13535
2020-09,WEEKENDS/HOLIDAY,19,TRAIN,EW23,11126,11717
2020-09,WEEKDAY,19,TRAIN,EW23,41576,47715
2020-09,WEEKENDS/HOLIDAY,14,TRAIN,EW15,6602,5686
2020-09,WEEKDAY,14,TRAIN,EW15,20206,17720
2020-09,WEEKENDS/HOLIDAY,23,TRAIN,EW12/DT14,5669,1061
2020-09,WEEKDAY,23,TRAIN,EW12/DT14,12610,2869
2020-09,WEEKDAY,10,TRAIN,NS4/BP1,25270,18858
2020-09,WEEKENDS/HOLIDAY,10,TRAIN,NS4/BP1,10442,7818
2020-09,WEEKENDS/HOLIDAY,22,TRAIN,NS5,3047,8295
2020-09,WEEKDAY,22,TRAIN,NS5,7289,21614
2020-09,WEEKDAY,22,TRAIN,SE3,230,2544
2020-09,WEEKENDS/HOLIDAY,22,TRAIN,SE3,139,911
2020-09,WEEKENDS/HOLIDAY,7,TRAIN,NS15,3947,3448
2020-09,WEEKDAY,7,TRAIN,NS15,31311,51534
2020-09,WEEKDAY,12,TRAIN,EW30,950,623
2020-09,WEEKENDS/HOLIDAY,12,TRAIN,EW30,707,132
2020-09,WEEKENDS/HOLIDAY,12,TRAIN,NE11,1635,1015
2020-09,WEEKDAY,12,TRAIN,NE11,4128,2403
2020-09,WEEKENDS/HOLIDAY,8,TRAIN,PE5,1810,568
2020-09,WEEKDAY,8,TRAIN,PE5,8076,2612
2020-09,WEEKENDS/HOLIDAY,9,TRAIN,CC11,942,3175
2020-09,WEEKDAY,9,TRAIN,CC11,3705,31594
2020-09,WEEKENDS/HOLIDAY,0,TRAIN,SE1,22,139
2020-09,WEEKDAY,0,TRAIN,SE1,25,333
2020-09,WEEKDAY,12,TRAIN,NS14,25481,14046
2020-09,WEEKENDS/HOLIDAY,12,TRAIN,NS14,10481,6031
2020-09,WEEKDAY,14,TRAIN,SE4,2637,3032
2020-09,WEEKENDS/HOLIDAY,14,TRAIN,SE4,1200,1072
2020-09,WEEKENDS/HOLIDAY,23,TRAIN,EW11,1109,1563
2020-09,WEEKDAY,23,TRAIN,EW11,2701,3831
2020-09,WEEKENDS/HOLIDAY,13,TRAIN,CC19/DT9,2579,2805
2020-09,WEEKDAY,13,TRAIN,CC19/DT9,4692,4873
2020-09,WEEKDAY,8,TRAIN,DT23,2365,8720
2020-09,WEEKENDS/HOLIDAY,8,TRAIN,DT23,330,593
2020-09,WEEKDAY,14,TRAIN,NS15,20128,12363
2020-09,WEEKENDS/HOLIDAY,14,TRAIN,NS15,4546,3717
2020-09,WEEKDAY,22,TRAIN,NS14,9391,30299
2020-09,WEEKENDS/HOLIDAY,22,TRAIN,NS14,3867,11440
2020-09,WEEKENDS/HOLIDAY,21,TRAIN,NS10,4391,16139
2020-09,WEEKDAY,21,TRAIN,NS10,13011,48315
2020-09,WEEKENDS/HOLIDAY,12,TRAIN,DT3,3173,1318
2020-09,WEEKDAY,12,TRAIN,DT3,6068,3097
2020-09,WEEKENDS/HOLIDAY,13,TRAIN,DT27,1919,1209
2020-09,WEEKDAY,13,TRAIN,DT27,7714,3960
2020-09,WEEKENDS/HOLIDAY,0,TRAIN,NE15,12,367
2020-09,WEEKDAY,0,TRAIN,NE15,28,834
2020-09,WEEKENDS/HOLIDAY,6,TRAIN,EW5,5150,2141
2020-09,WEEKDAY,6,TRAIN,EW5,34375,14122
2020-09,WEEKDAY,16,TRAIN,EW30,5954,256
2020-09,WEEKENDS/HOLIDAY,16,TRAIN,EW30,1166,122
2020-09,WEEKDAY,9,TRAIN,BP8,1579,1778
2020-09,WEEKENDS/HOLIDAY,9,TRAIN,BP8,529,576
2020-09,WEEKDAY,6,TRAIN,BP13,4856,483
2020-09,WEEKENDS/HOLIDAY,6,TRAIN,BP13,483,64
2020-09,WEEKDAY,23,TRAIN,EW8/CC9,8777,7154
2020-09,WEEKENDS/HOLIDAY,23,TRAIN,EW8/CC9,3370,2849
2020-09,WEEKDAY,9,TRAIN,SW2,3692,1970
2020-09,WEEKENDS/HOLIDAY,9,TRAIN,SW2,1406,719
2020-09,WEEKENDS/HOLIDAY,21,TRAIN,CC4/DT15,7008,712
2020-09,WEEKDAY,21,TRAIN,CC4/DT15,16392,1269
2020-09,WEEKDAY,22,TRAIN,NS17/CC15,4952,8762
